epoch,train_loss,valid_loss,rmse_gap,time
0,5.101229606388602,5.345336364846208,0.28539844727019187,1:02:15
1,4.838513915275051,4.907970057373293,0.28166701813584255,1:02:44
2,4.571286685123923,4.29510900139328,0.27534388455491554,1:04:47
