epoch,train_loss,valid_loss,rmse_gap,time
0,42.37052247336345,31.185345339247096,0.2540919757806338,20:27
1,37.93304768333944,29.823321736727774,0.2555061148909422,20:25
2,35.904875398391674,25.10184934770586,0.24597681886874712,20:28
