epoch,train_loss,valid_loss,rmse_gap,time
0,-97.71800169520571,-90.17114092038031,0.1257610767124555,21:44
1,-100.49358477976352,-88.33861598028385,0.12685611232733116,20:23
2,-103.76909242461257,-73.43209686284361,0.13544043077108187,20:41
