epoch,train_loss,valid_loss,rmse_gap,time
0,219.6863553683801,178.50632501628368,0.6585793690039561,37:14
1,176.0392007029125,160.97937828463242,0.5832134508169614,37:00
2,166.01252465689984,158.2064675162384,0.5741106065420004,36:47
