epoch,train_loss,valid_loss,rmse_gap,time
0,-73.30807151542963,-59.72913523374382,0.15510343502347285,23:04
1,-87.04973746852822,-73.26285288857592,0.13976830043471777,20:37
2,-92.94737625988436,-82.55774033410201,0.13137429971725512,21:16
