epoch,train_loss,valid_loss,rmse_gap,time
0,24.688307650819937,21.049544359060384,0.36510821100781954,28:05
1,-7.512620943783304,-4.152000220340978,0.3423438298117819,27:26
2,-18.230697852387692,-19.74440420645043,0.3275940370484283,26:15
