epoch,train_loss,valid_loss,rmse_gap,time
0,68.24680478148457,54.157491583445484,0.26872451794453156,23:05
1,57.10743115319075,39.662085306726716,0.2473959989654712,21:34
2,57.394308161045636,53.60534628171307,0.2609031188946504,20:52
