epoch,train_loss,valid_loss,rmse_gap,time
0,104.66591773554553,106.04196879977961,0.4145563970773648,22:34
1,101.28468592527582,107.52685610187768,0.419593292933244,23:28
2,99.76787826747028,108.88534035272626,0.42061272187110704,23:43
