epoch,train_loss,valid_loss,rmse_gap,time
0,110.01185750620533,112.54150687988572,0.43519437045623094,24:28
1,105.02745174685626,106.92363101879549,0.4175169968452209,24:23
2,102.75524683584722,106.48971226599333,0.41518327823052037,24:53
