epoch,train_loss,valid_loss,rmse_gap,time
0,218.2233381012074,180.7093050126728,0.6440045581414149,44:15
1,151.41060453669056,141.21402742195957,0.5222135862478843,44:12
2,131.71851278479758,125.99750302025909,0.487120760174898,39:18
