epoch,train_loss,valid_loss,rmse_gap,time
0,-73.72451165776711,-103.87203566056665,0.12454901826687348,27:03
1,-111.42045758085355,-130.84210933803655,0.10454983569872685,30:01
2,-133.12997233339618,-140.98980895071475,0.10096643989284833,24:07
