epoch,train_loss,valid_loss,rmse_gap,time
0,231.587167847891,190.5508973345062,0.6716894816893798,39:28
1,190.6227030941034,177.56146309744986,0.6115987025774442,39:41
2,174.05653236774185,164.57391697632724,0.5746926275583414,39:39
